   0.5     6.331929    -1.544624     0.326260
   0.5     2.615721     5.760919    10.521791
   0.5     3.363694     0.494871     4.712045
   0.5     8.189836    -1.006030    -5.116495
   0.5    -9.383698     2.863257     6.615242
   0.5    -4.735319    11.845487    -0.936191
   0.5   -10.405770   -10.423891    10.508746
   0.5     3.700237     2.846300    -1.417583
   0.5    -6.989999     4.687097    -3.095591
   0.5    -2.123921    11.286839    18.213779
   0.5     8.787373     5.207315    -2.693668
   0.5    21.328973    -2.582863    -3.959252
   0.5    -1.997577     4.168695     0.904364
   0.5     4.348508     0.561607    -4.420832
   0.5     8.815475     0.982627     2.965508
   0.5    -3.568843     0.255325    -3.656216
   0.5     0.992742    15.685393    -5.076653
   0.5     4.611022    11.030501    -1.400820
   0.5     4.426291    12.416247    -0.847728
   0.5     5.104701    -6.900601    -5.379147
   0.5    -1.005055     7.069654     1.572752
   0.5     8.072593     1.433251     1.349803
   0.5     3.704107    -2.759987     0.604771
   0.5     7.271188    18.077857    -0.288276
   0.5   -10.535370    -9.740185    11.545261
   0.5    14.514556     2.721933    -4.011353
   0.5    -4.832402    -5.868400     3.997087
   0.5    -4.100362     6.830013     0.328444
   0.5     2.140502    -9.378078    -2.017246
   0.5     7.129416    -2.046161     0.712224
   0.5     1.177391   -13.462158    -0.606393
   0.5    12.890309     6.395942     4.734430
   0.5    -2.365149     2.992797    -6.235538
   0.5    -9.065470    -7.487838     9.562328
   0.5    -2.857373    -0.818152     6.734443
   0.5     0.460486    10.849451    -4.224028
   0.5     8.096887    13.215193     5.532771
   0.5     2.114893     0.135986    -7.911463
   0.5    14.572913     8.341741    13.754298
   0.5     9.673012     2.580622     3.050885
   0.5    10.336181     5.463514    -1.882646
   0.5    -2.753247    -6.067226    -9.735878
   0.5     6.761637    15.201025     0.382246
   0.5    10.951346     3.618882    -5.603832
   0.5     2.181627     8.360694     2.335008
   0.5    -0.810941    -5.715317    -6.240769
   0.5     2.702848    15.599463     3.944693
   0.5    13.303984     0.443334    -3.726692
   0.5    -7.992706     3.644095    -6.702851
   0.5    -6.091635   -11.172305    -4.414663
   0.5     5.240629     3.695909    -2.935311
   0.5     1.654388    -0.541256     2.797856
   0.5     5.241167     7.059661     7.115840
   0.5    -4.488721    -9.146877   -10.958420
   0.5     1.738792     2.508147     1.968865
   0.5     3.605548    -0.602654     7.932661
   0.5    -1.936284   -11.713317    -2.110937
   0.5    -3.980397     4.420667    -3.243216
   0.5    -1.355892    18.014638     6.429617
   0.5     7.797275    -2.677694    15.146242
   0.5   -10.071663     1.211703     1.566094
   0.5     3.988038     1.886770    13.400995
   0.5     9.834401     7.224094     0.065114
   0.5     1.145804    -3.064620   -12.433761
   0.5    -4.287067    -0.136796     0.729759
   0.5    -2.590283    13.954400    -0.787165
   0.5    11.204844     3.642825     2.387039
   0.5     6.405941     4.377424    -0.099072
   0.5    -2.079536    10.762164     7.162931
   0.5     5.775162     9.893743     4.291061
   0.5     1.054999    11.174332    13.238019
   0.5    -0.520075     9.915509    -2.006275
   0.5    -6.808793    -2.870256     4.096074
   0.5     5.161970    -3.725816   -10.099830
   0.5     1.583336    -6.623615    11.460528
   0.5    -8.079188     6.227755    -6.229097
   0.5     4.061925    -1.511680     2.879713
   0.5    -7.586983    -5.031235    11.129375
   0.5     5.470891    -9.643854    11.666510
   0.5     2.173578    -2.850088     4.120478
   0.5     0.270399    12.048756     1.098265
   0.5    -8.396980    17.975992    -1.049651
   0.5     7.690212    -6.630011    -3.546849
   0.5    15.252353     4.663817    -2.619812
   0.5    -8.550469    16.091854    10.763699
   0.5     7.272427    -3.308861    -4.246808
   0.5    -7.150327    -7.386306     2.155683
   0.5     6.189689     7.129048    13.564909
   0.5    -0.364754    -7.123071     7.076472
   0.5    -6.667293    -8.330980     7.387651
   0.5     9.842332    10.094025   -11.071336
   0.5     8.907851     6.758541    -0.268771
   0.5     0.995870    -1.437597    -1.619666
   0.5    -7.014285     2.293897    18.112584
   0.5     0.169311    -3.308928     8.062084
   0.5    -4.450996    12.899554    -2.362294
   0.5    -5.548062    -3.438051     0.737330
   0.5    11.953338     0.072674     9.390638
   0.5    -0.564018    -1.133705    -0.345900
   0.5     8.093356     5.269098     3.051729
   0.5     9.154490    -2.018135    15.072475
   0.5    11.088424     5.238134     7.467715
   0.5   -10.550976    -6.361480    16.427003
   0.5     0.399917     4.244282     9.982279
   0.5    -5.661092     4.234979    -2.754665
   0.5    13.283941    -6.962478     4.547476
   0.5     1.051250     1.586253     6.559564
   0.5     2.329487    14.763451    13.496610
   0.5     4.346825    -3.281573     2.462722
   0.5    12.666392     4.844763     5.080654
   0.5    -1.146758    -0.537318     6.379996
   0.5    15.065325    -5.549816     1.402454
   0.5     3.543700    16.177857    -4.515946
   0.5     3.855281     5.245941     3.726559
   0.5     5.571774    -2.205472     0.474175
   0.5     6.385843     5.269983     3.568469
   0.5     0.424464     2.785553     3.706525
   0.5     7.633376     4.192312    -2.289450
   0.5     3.538511    -3.820136     8.979471
   0.5    14.971752    -6.076706    13.020020
   0.5    -8.049429    -8.991572     9.791597
   0.5     4.135986   -10.161541     4.616347
   0.5     7.377766     1.718563    -2.961706
   0.5    -6.211877    -2.434461     7.547712
   0.5     1.509280    14.304820   -11.109308
   0.5     8.916089     1.079663     6.796968
   0.5    10.063419    -4.738906    -5.080376
   0.5     3.446435    -6.226426     2.080352
   0.5    12.066767    11.871565     2.995642
   0.5     4.309040     5.839795     4.553231
   0.5    16.608565     1.085669     2.248950
   0.5     2.200590    10.915214    -3.561538
   0.5    12.866870    12.411771    11.158004
   0.5     5.705420     8.726213     6.081720
   0.5     9.644575     5.743906    -2.575357
   0.5    18.602935    -0.125217    -9.516678
   0.5     5.742813    -0.458200     3.263936
   0.5    -0.116909    13.543516     5.509981
   0.5     8.300141     3.766244    -1.244305
   0.5     8.112097    -0.311280   -15.856571
   0.5    -3.470894     7.832058     2.911406
   0.5    -3.214528     7.252029     5.056945
   0.5     0.588841     1.115180     7.334769
   0.5     1.572779    -0.652844     0.905147
